url,isBad
http://krt1.site/uhGaUGnzIIOPpoP9/conf.php,TRUE
http://krt1.site/uhgaugnziioppop9,TRUE
http://krt2.site/,TRUE
http://krt2.site/uhGaUGnzIIOPpoP9/conf.php,TRUE
http://krupoonsak.com/logo.gif,TRUE
http://marchadvertisingnetwork10.com/post.php,TRUE
http://marchadvertisingnetwork4.com/post.php,TRUE
http://marchadvertisingnetwork5.com/post.php,TRUE
http://marchadvertisingnetwork6.com/post.php,TRUE
http://marchadvertisingnetwork7.com/post.php,TRUE
http://marchadvertisingnetwork8.com/post.php,TRUE
http://marchadvertisingnetwork9.com/post.php,TRUE
http://masry-corona51.com/netflix/Netflix/4f9c76cf97f84048c5990dd4ef842ea2,TRUE
http://mbhydro-covid19.com/cibc/,TRUE
http://mbhydro-covid19.com/cibc/question.html,TRUE
http://mbhydro-covid19.com/rbc2/details.php,TRUE
http://mbhydro-covid19.com/rbc2/index.php,TRUE
http://mbhydro-covid19.com/simplii/,TRUE
http://mecharnise.ir/ca17/ca17.exe,TRUE
http://mersrekdocuments.ir/Corona-Virus/,TRUE
http://mersrekdocuments.ir/Covid/,TRUE
http://mersrekdocuments.ir/Covid/COVID-19/index.php,TRUE
http://motivation.neighboring.site/01/index.php,TRUE
http://mybobo.mygamesonline.org/flower01/del.php?filename=flower01,TRUE
http://mybobo.mygamesonline.org/flower01/flower01.down,TRUE
http://mybobo.mygamesonline.org/flower01/post.php,TRUE
http://mykipay.com/who/files/c318aa29e852c97450203916ad8b1678.php,TRUE
http://nanoiumens.com/ms/mr/16a08dbc9cf0ed83232ef0228206b322.php,TRUE
http://natufarma.net/imagens/logof.gif,TRUE
http://netflixcovid19s.com/,TRUE
http://newbot.ug,TRUE
http://newbot.ug/,TRUE
http://nhpurumy.mireene.com/theme/basic/skin/member/basic/upload/cfhkjkk.hta,TRUE
http://nhpurumy.mireene.com/theme/basic/skin/member/basic/upload/download.php,TRUE
http://nhpurumy.mireene.com/theme/basic/skin/member/basic/upload/wiujkjkjk.php,TRUE
http://nlcfoundation.org/images/xs.jpg,TRUE
http://onlinepreneur.id/license/love.exe,TRUE
http://onlinepreneur.id/manager/brain.exe,TRUE
http://onthefx.com/cd.php,TRUE
http://perelouis.fr/covid.exe,TRUE
http://posqit.net/GE/5091203.jpg,TRUE
http://posqit.net/TT/50590113.exe,TRUE
http://prathameshbroadband.net/wp-admin/who/files/86eb5a81dcf7a403fe7c6fec0904d07b.php,TRUE
http://primecaviar.com,TRUE
http://rekenjura.com/QW8.exe,TRUE
http://rootspest.com/ecdc/files/11d0c3b9d13ebf7db7423957fa3c3a65.php,TRUE
http://rootspest.com/ecdc/files/9a5fc5a4129718c9bd4f7e524852f9ea.php,TRUE
http://rootspest.com/ecdc/files/a376b9536f8cb27458e144b7a8dd34b3.php,TRUE
http://royalpapperbox.com/ms/mr/7bcada8374e4d2c16b4fc30a9442475e.php,TRUE
http://sevgikresi.net/logof.gif,TRUE
http://share.dmca.gripe/jUuWPW6ONwL1Wkux.bin,TRUE
http://show1.website/HeyaL.dat,TRUE
http://show1.website/OerAS.dat,TRUE
http://show1.website/iPYOy.dat,TRUE
http://starilionpla.website/do/,TRUE
http://subvention-gouv-ca.org/,TRUE
http://t.info.samsungusa.com/r/?id=hesy2fd4,TRUE
http://tealex.it/colorex/somatrex.php,TRUE
http://tidy-saiki-6718.deci.jp/MIY/MLY.exe,TRUE
http://transportesmartina.cl/wp/owa/owa.php,TRUE
http://trenv.coronavideo3.tk/,TRUE
http://urbanandruraldesign.com.au/cdcgov/files,TRUE
http://url4510.cdchealth.org/,TRUE
http://uzoclouds.eu/dutchz/dutchz.exe,TRUE
http://verificationaccoundetailsforcorona.iniciaapp.com/,TRUE
http://verizoncovid-09.com/,TRUE
http://verizoncovid-11.com/,TRUE
http://vietnam.zing.photos:443/update?wd=df07d8ba,TRUE
http://villedefrancecovid19.online/,TRUE
http://vmdtint.us/01/who/files/53dd0276af1963ba832464402a418d85.php,TRUE
http://vnext.mireene.com/theme/basic/skin/member/basic/upload/cfhkjkk.hta,TRUE
http://vnext.mireene.com/theme/basic/skin/member/basic/upload/download.php,TRUE
http://vnext.mireene.com/theme/basic/skin/member/basic/upload/eweerew.php,TRUE
http://vnext.mireene.com/theme/basic/skin/member/basic/upload/search.hta,TRUE
http://www-bcpzonasegurabeta.viabcp-covid19.xyz/,TRUE
http://www.19covid-gouv12.com/,TRUE
http://www.alabamaduidefense.com/corona/owa.php,TRUE
http://www.ashgroveaccountant.com.au/olk/files/26a2ed45d9fc495933b37409b25f4d24.php,TRUE
http://www.ashgroveaccountant.com.au/olk/files/3bf22f4928a3c44830c0732570d0c17c.php,TRUE
http://www.ashgroveaccountant.com.au/olk/files/41181b459134cf4f582f6876088a9aef.php,TRUE
http://www.ashgroveaccountant.com.au/olk/files/70278e0c582b7cea7232007a273fbfca.php,TRUE
http://www.besafefromcovid.xyz/,TRUE
http://www.brightparcel.com/corona/owa.php,TRUE
http://www.busystreet.com.au/olk/files/a701b36a40b8fe95d31eca51d6136a93.php,TRUE
http://www.chaba.dk/owa/mr/2645918b6721f2d8bc53eb3ffe2cb4f5.php,TRUE
http://www.chaba.dk/owa/mr/61736bd4266365499b94881d691b2373.php,TRUE
http://www.chaba.dk/owa/mr/6a08b75cdc5fb02534ac8d5e3cb1923a.php,TRUE
http://www.chaba.dk/owa/mr/d7aacf6bdb427789823c98a8d868f5bc.php,TRUE
http://www.chaba.dk/owa/mr/d9a84bb297460ae18ded50a8ca4c4d01.php,TRUE
http://www.chase-covid19s.com/,TRUE
http://www.chasecovid19t.com/,TRUE
http://www.contracovid19.josefhinach.com/,TRUE
http://www.covid-19-gov.claims/,TRUE
http://www.covid-19-uk-relieve.com/,TRUE
http://www.covid19-info.online/,TRUE
http://www.covid19.naver.com-ico.pw/,TRUE
http://www.covid19i-ch4ase.com/,TRUE
http://www.covid19video.offroadpcservice.com/,TRUE
http://www.dicascomofazer.com/owa/owa.php,TRUE
http://www.didaskalion.com/corona/owa.php,TRUE
http://www.dogogiaphat.com/ecdc.php,TRUE
http://www.enciety.co/who/files/8efc086a3915694f19e075f489ade9e0.php,TRUE
http://www.hostalroquetes.com/olk/files/1cd2115b4e4f7381266ee55cebc359de.php,TRUE
http://www.hostalroquetes.com/olk/files/249ae829bd4e8becf018d115104e3256.php,TRUE
http://www.hostalroquetes.com/olk/files/2a64c3c2170630eee2aaf4871daf78b2.php,TRUE
http://www.hostalroquetes.com/olk/files/2efe686d5f5a4f7b653df8f253202fda.php,TRUE
http://www.hostalroquetes.com/olk/files/ddb8ca881a2e2449f89b5c37faeb431c.php,TRUE
http://www.icstotalclouds.com/vm/mr/220d5e625507e4de9e5f0da46c0c536c.php,TRUE
http://www.interacservcovid-19.com/,TRUE
http://www.mundomotor.cl/owa/mr/24a481e57a47f04eaad6983fc7ad4a67.php,TRUE
http://www.mundomotor.cl/owa/mr/4c90f48f417cf9dee82b50aa39154733.php,TRUE
http://www.mundomotor.cl/owa/mr/7be6722df8c225f1c9a2f0f4f5a603c0.php,TRUE
http://www.mundomotor.cl/owa/mr/a7d4cee4c86691fe4f55297665653017.php,TRUE
http://www.mundomotor.cl/owa/mr/bec9da0fbeeb23c5a2fe86374bfcb4d6.php,TRUE
http://www.mundomotor.cl/owa/mr/da38a8986599ce6248492a081594b1a6.php,TRUE
http://www.netflixcovid19s.com/,TRUE
http://www.qislova.com/olk/files/0817d7b58a6f0c39e13f0ccb8e234d52.php,TRUE
http://www.qislova.com/olk/files/0aa1513fda6b0a8ab14310d07f6252d1.php,TRUE
http://www.qislova.com/olk/files/3284d9bd9b0d77fa3ca964e235b3cbcc.php,TRUE
http://www.qislova.com/olk/files/42cc66e5a6e3050249ee7bc1b25632d1.php,TRUE
http://www.qislova.com/olk/files/876b204ef00885abeb229783f806b82d.php,TRUE
http://www.qislova.com/olk/files/89ff772530b9c086e9dab10fa690c1cd.php,TRUE
http://www.qislova.com/olk/files/900976d4b4ae38ccf4ef41d51235822d.php,TRUE
http://www.qislova.com/olk/files/bb63457d7b18935e3a383632893b50d9.php,TRUE
http://www.qislova.com/olk/files/bd15d7e63a0e4532e47c448a2085f8e9.php,TRUE
http://www.qislova.com/olk/files/c264908c049c63ab50090ea601bddba6.php,TRUE
http://www.qislova.com/olk/files/e937ccc7ef27f76b0f214b6f674d2afa.php,TRUE
http://www.rajaweb.net/vm/vm/owa.php,TRUE
http://www.rightblinds.net/corona/owa.php,TRUE
http://www.runescape-covid19.info/,TRUE
http://www.santiagobudokan.cl/owa/mr/2fb33a60bbe86c01181d2ae1535257bf.php,TRUE
http://www.santiagobudokan.cl/owa/mr/49fa851712bd628b97876684c5c4a76b.php,TRUE
http://www.santiagobudokan.cl/owa/mr/7445208ea4bb1b13fe65dd99a655f221.php,TRUE
http://www.santiagobudokan.cl/owa/mr/7a91225d8a756125eb96988afaf58ddb.php,TRUE
http://www.santiagobudokan.cl/owa/mr/80615cf1ddd952aa612ab6689f76fef6.php,TRUE
http://www.schooluniformtrading.com.au/cdcgov/files/,TRUE
http://www.sydneychafaos.com/olk/files/1010887bf06061db349fed7b1cad5b09.php,TRUE
http://www.sydneychafaos.com/olk/files/e2d2af0285249dd2a14a7656c600ff8b.php,TRUE
http://www.sydneychafaos.com/olk/files/ff3d94bb101a2676f8ba820bf26e8fb0.php,TRUE
http://www.tempinfo.96.lt,TRUE
http://www.tempinfo.96.lt/wras/RANSOM20.jpg,TRUE
http://www.tempinfo.96.lt/wras/createkeys.php,TRUE
http://www.tempinfo.96.lt/wras/savekey.php,TRUE
http://www.termidor.com.au/olk/files/b8470ea4b5af0573167c8f6ca14b93a2.php,TRUE
http://www.verificationaccoundetailsforcorona.iniciaapp.com/,TRUE
http://www.verizoncovid-11.com/,TRUE
http://www.whintdm.us/01/who/files/26676874352d4c0340a59d63bf568af6.php,TRUE
http://www.whintdm.us/01/who/files/eb4a438a3c4ef4aba09b2d2d93fa59f6.php,TRUE
http://xn--covid19-gncelsalgnvakalar-nwc35l.com/files/covidMappia_v1.0.3.apk,TRUE
http://ypsmKO.com,TRUE
https://185.216.35.10/3/L2KSUN.php,TRUE
https://185.216.35.3/39xVjo/jF0Dv6.php,TRUE
https://185.234.73.125/wMB03o/Wx9u79.php,TRUE
https://194.87.96.100/1/1.php,TRUE
https://45.128.134.14/C821al/vc2Tmy.php,TRUE
https://45.128.134.20/2/Tengu3.php,TRUE
https://45.138.72.155/1/1.php,TRUE
https://95.181.152.55/1/1.php,TRUE
https://95.181.152.55/2/1.php,TRUE
https://acate.labbo.com.br/OneNote/,TRUE
https://ayyappantat.com/img/view/COVID-19/index.php,TRUE
https://bitbucket.org/example123321/download/downloads/foldingathomeapp.exe,TRUE
https://brewbeard.com/canada/taxb/,TRUE
https://chase7-covid.com/home/myaccount/access.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=34&id=1513096954,TRUE
https://chase7-covid.com/home/myaccount/access.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=61&id=1536225527,TRUE
https://chase7-covid.com/home/myaccount/billing.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=49&id=3592297480,TRUE
https://chase7-covid.com/home/myaccount/billing.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=98&id=9325045044,TRUE
https://chase7-covid.com/home/myaccount/vbv.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=66&id=9848547923,TRUE
https://corona-map-data.com/bin/regsrtjser346.exe,TRUE
https://corona-virus-map.net/data/map.jar,TRUE
https://corona-virus-map.net/data/mapdata.jar,TRUE
https://corona-virus-map.net/map.jar,TRUE
https://corona-virus2019.us/info/march/19/important/check/COVID-19.MARCH19.358972821.doc,TRUE
https://coronasdeflores.cl/who/,TRUE
https://coronaviruscovid19-information.com/tr/corona.apk,TRUE
https://covid-19-business-continuity-epic-uk-limited.azurewebsites.net/Corona_Virus_2020/,TRUE
https://covid19-info.online/UpdateFlashPlayer_11_5_1.apk,TRUE
https://covidi9.gq/mimecast/,TRUE
https://cscic.fundashonaltonpaas.org/cm/index.php,TRUE
https://detailsdepartment.up.stayhome-covid19.sherrielong.com/,TRUE
https://expertproject34.ru/covid/COVID-19.jar,TRUE
https://footytube.top/admin/covid-19/office365/office365/office365/office365/office365/office365/office365,TRUE
https://gboexprodutos.com.br/Scb/file/invoice.php,TRUE
https://glofinance.com/continue-saved-app/index.php?email,TRUE
https://gocycle.com.au/cdcgov/files/,TRUE
https://goldenlion.sg/blacky2/QcxbDp400Ajfdiy.exe,TRUE
https://goldenlion.sg/blacky2/hQFMCdSYQ81nUlp.exe,TRUE
https://healing-yui223.com/cd.php,TRUE
https://heinrichgrp.com/who,TRUE
https://hijrstudio.com/gre/home/,TRUE
https://jayalbertandassociates.com/sector/who/COVID-19/?trk=Wuhan202001&amp;Verify=c2hhb0BodWF3ZWkuY29t,TRUE
https://kampcbation.info/COVID-19/banks/Desjardins/index91484101498.php,TRUE
https://kampcbation.info/COVID-19/banks/Simplii/,TRUE
https://kolamana.com/,TRUE
https://marsdefenseandscience.com/reports.zip,TRUE
https://noithatgoocchoav.com/cd.php,TRUE
https://notmsg.smvm.xyz/,TRUE
https://onthefx.com/cd.php,TRUE
https://page.notify-uscourts.online,TRUE
https://parismomes.fr/corona/srv-confirmationespace/clients/login.php,TRUE
https://pec-india.com/COVID19/file/invoice.php,TRUE
https://pec-india.com/COVID19/file/office/index.php,TRUE
https://phamchilong.com/22/CORONA,TRUE
https://recoverrryasitalycovid-19.xyz/over,TRUE
https://site-inspection.com/.well-known/acme-challenge/w.php/9SG2m697HN,TRUE
https://southhillspros.com/Rovince/Jelink.html,TRUE
https://southhillspros.com/citrix/Ward/broward.htm,TRUE
https://takemorilaw.com/wp-content/micro-update-1-2/,TRUE
https://tinyurl.com/r3xv8z7,TRUE
https://toyswithpizzazz.com.au/service/coronavirus/,TRUE
https://urbanandruraldesign.com.au/cdcgov/files,TRUE
https://urbanandruraldesign.com.au/cdcgov/files/,TRUE
https://verizoncovid-12.com/index1.html,TRUE
https://wusameetings.tk/boding/Jelink.html,TRUE
https://www.bangkukuliah.com/who/,TRUE
https://www.betadanavantajlar.com/internet/,TRUE
https://www.brightparcel.com/corona/owa.php,TRUE
https://www.enciety.co/who/,TRUE
https://www.frufc.net/who/,TRUE
https://www.frufc.net/who/files/,TRUE
https://www.frufc.net/who/files/61fe6624ec1fcc7cac629546fc9f25c3.php,TRUE
https://www.hb-bonusclaim.com/hotelier/bonuses/vlar/oie/qwol,TRUE
https://www.hb-bonusclaim.com/hotelier/bonuses/vlar/oie/qwol/Sign_In_password.php,TRUE
https://www.playbig-fr.com/ve/COVID-19/index.php,TRUE
https://www.scholarcave.com/owa/owa.php,TRUE
https://www.schooluniformtrading.com.au/cdcgov/files/,TRUE
https://www.stpl.ca/covid/who/,TRUE
https://xn--coronavirs-codiv19-u6b.club/files/covidMappia_v1.0.3.apk,TRUE
https://xn--covid19-gncelsalgnvakalar-nwc35l.com/files/covidMappia_v1.0.3.apk,TRUE
